Aircraft,AirlineName,CabinType,DateFlown,DatePub,EntertainmentRating,FoodRating,GroundServiceRating,OriginCountry,OverallScore,Recommended,Review,Route,SeatComfortRating,ServiceRating,Slug,Title,TravelType,TripVerified,ValueRating,WifiRating,unique_id
A320,Air Arabia,Economy Class,Jul-16,14th July 2016,1,2,4,Bangladesh,5,yes,"✅ , | I flew from Chittagong to Jedddah via Sharjah and return with Air Arabia. All the 4 flights were nice and comfortable. The seats offered great legroom which is 32 inches. The cabin crews were very friendly and helpful. However the food quality was average. You have to book your meal with the ticket or you have to purchase it on board. Overall I think Air Arabia offers the best value for money.",CGP to JED via SHJ,3,4,air-arabia,offers the best value for money,Solo Leisure,,5,0,87afa825-668d-494a-83f2-28208380a94b
A320,Air Arabia,Economy Class,Jan-16,18th January 2016,0,4,4,Netherlands,9,yes,"Tangier to Amsterdam, and ,is a very decent airline. Delays with any airline in North Africa are common and therefore I have no big reason to complain. Service onboard is as good as any other and with kindness to the crew who is serving you, smiles and respect goes both ways. Had to pay for food and drinks but it is not a big deal. Prices are fair in comparison with some of the bigger low cost airlines. I hop on Air Arabia Maroc very frequent and my experiences with them have always been good.",TNG to AMS,5,5,air-arabia,very decent airline,Business,,5,0,ecf64e1e-84e5-4a2a-9fd4-f9961305b019
A320,Air Arabia,Economy Class,Dec-15,29th December 2015,0,0,3,Qatar,3,no,"I travelled Air Arabia from Delhi to Sharjah, and Sharjah to Doha, flying on an A320. It was not so nice because no food is served, and there is no personal tv. One thing that is nice on Air Arabia is that the seats offer good legroom with a 32 inch seat pitch.",SHJ to DOH,5,4,air-arabia,seats offer good legroom,Family Leisure,,3,0,abf6ceed-4795-420b-aa38-d9c9f7f1b1dc
A320,Air Arabia,Economy Class,Dec-15,28th December 2015,1,1,1,Kuwait,1,no,"Amman to Kuwait. I had a very bad experience with Air Arabia. The flight was supposed to leave at 1pm and they informed us because of some technical issues the flight should be delayed until 5pm. and no from the company came back to inform the passengers about the status. On the boards we have seen its delayed to 6pm. Again no one appears we called the airport security team to bring us Air Arabia staff but no one shows up. Then they announced the flight will be delayed until 8pm for the 3rd time. Gate changed 3 or 4 times. Company was not clear and keeps ambiguity from the beginning. Although technical issues can happen any time, you have to be clear with your passengers.",AMM to KWI,3,3,air-arabia,very bad experience,Family Leisure,,2,0,5c28ab08-51e1-46b6-87af-d35e6316a5db
,Air Arabia,Economy Class,Dec-15,21st December 2015,0,0,1,UnitedKingdom,4,no,"That was my first experience on Air Arabia. I booked for a return ticket from Sharjah to Mumbai. The seats weren't that comfortable but timing wise it was good no delays. NO WiFi or any other sort of entertainment on the flight, but it was one of the most economical and available tickets at this time of the year. ",Sharjah to Mumbai,2,2,air-arabia,most economical ticket,Solo Leisure,,2,0,482809b3-a04e-4bcd-89f2-240714b5d6db
Boeing 757,Air Astana,Business Class,Feb-18,17th February 2018,4,5,4,UnitedKingdom,9,yes,"Flew Air Astana from Astana to Frankfurt. All very easy and positive, nice people, good food, comfortable seat and all on time, what more can you ask for? Wonderful safety video performed by silhouette actors, so good that I watched it in all three languages, very clever! Tablet screen just a little disappointing but had a good range of films.",Astana to Frankfurt,5,5,air-astana,"All very easy and positive""
",Business,Trip Verified,4,0,57a8fb55-241d-40ad-aa43-70883cff5711
,Air Astana,Economy Class,Jan-18,2nd February 2018,4,4,4,Kazakhstan,5,no,"Astana to Paris. In general Air Astana offers decent service quality, acceptable food & entertainment on the board along with fairly new aircraft despite quite often being disproportionately expensive. I flew many times with them and never had problems until two days ago when they let me down real bad. When in the beginning of January they started offering promotion flights to several destination in March for their loyalty card holders, me and my sister decided to take advantage of it and planned our trip to Paris during Nauryz (3 day National holiday in Kazakhstan) in advance. However, on Monday they notified us that the flight has been changed from 21.03 to 23.03 due to ""Spring flight schedule corrections"", thus completely eliminating any chance of using these Holidays for a trip. These types of corrections are definitely planned way in advance and should have been addressed BEFORE offering promotions on the dates. Upon contacting their CS They declined to change flights or to compensate internal tickets. I'm deeply disappointed however, considering their near monopoly status in Kazakhstan i fear i cannot boycott them that easily. Shame on you Air Astana for scamming your frequent fliers.",Astana to Paris,3,5,air-astana,they let me down real bad,Solo Leisure,Trip Verified,2,0,32deb99f-4b33-401a-8cd3-b1c42c7de2a9
A320,Air Astana,Economy Class,Dec-17,19th December 2017,3,5,5,RussianFederation,9,yes,"Moscow to Astana. Excellent flying experience. The company uses the newest and comfortable terminal of SVO, which is a definite plus. Very clean and new planes, comfortable seats with enough legroom. Entertainment system is on even during the short flights in economy. The travel kits including a toothbrush with toothpaste, sleeping mask, slippers and a pen is provided even in the economy class. Migration cards provided onboard to much convenience. The staff is extremely helpful, welcoming and nice. The food was absolutely delicious. Steel cutlery provided even in the economy, which is very nice. Great value for money.",Moscow to Astana,5,5,air-astana,staff is extremely helpful,Business,Trip Verified,5,0,9f3baf92-0399-4883-aecf-42115f5275b9
Boeing 757,Air Astana,Business Class,Dec-17,14th December 2017,0,1,3,RussianFederation,7,yes,"Astana to Almaty. Business class seat was comfortable but looks old style and pretty tired, not a flat bed though. For 1,5 hour flight is ok. Cabin crew was welcoming and supportive. Food was not designed to be served on morning flight as they served lunch or dinner menu (chicken and fish) instead of breakfast.",Astana to Almaty,3,5,air-astana,Cabin crew was welcoming,Business,Trip Verified,3,0,49c485e5-161c-44df-b51f-f92bd9c0ecbb
E-190,Air Astana,Economy Class,Aug-17,21st August 2017,5,4,5,Kazakhstan,10,yes,"This is a great connection between Almaty and Pavlodar allowing a return trip within 24 hours. I left Almaty for Pavlodar at 6.30 pm on Thursday and was back next day at 5 pm. Although I flew both ways on a smaller Embraer-190 plane, the flight was not long at all taking around 1h 40m in one direction. Both flights were on time, no delays whatsoever. The flight attendants were very friendly and welcoming. It was great to see that it is possible to use the KCTV flight entertainment on this flight via a mobile device - excellent service which will hopefully become available on all Air Astana airplanes. Overall a very good experience and thanks to Air Astana for maintaining high standards of performance on regional flights like this one.",Pavlodar to Almaty,5,5,air-astana,a very good experience,Business,,5,5,0147b621-bf37-4420-95ba-d9ead5621ed7
,Aeromexico,Economy Class,Apr-22,6th April 2022,0,0,1,UnitedStates,1,no,"Aeromexico is a terrible airline - buyer beware! Think twice before you book a flight, and make sure you read the fine print every time. I have traveled to hundreds of cities, and I have never experienced such a terrible level of service. I purchased a ticket, confirmed my flight and I was bumped from the flight at the last minute because they ""didn't have enough seats"". Of course, one would expect a refund having paid for a flight and being denied boarding, but even this was not confirmed at the gate and the airline said I need to reach out by phone. Here's the catch - Aeromexico has no customer support phone line! They only accept emails. This is incredibly frustrating and borderline manipulative. Do not fly AeroMexico!",Los Cabos to Mexico City,1,1,aeromexico,Aeromexico is a terrible airline - buyer beware!,Solo Leisure,Trip Verified,1,0,f0a331e1-9f34-4c19-ae5e-aab05e171e01
